huc2,id,lon,lat
00,245286,-116.15625,51.78125
00,245287,-116.15625,51.84375
00,245288,-116.09375,51.71875
00,245289,-116.09375,51.78125
00,245290,-116.09375,51.84375
00,245291,-116.09375,51.90625
00,245292,-116.03125,51.78125
00,245293,-116.03125,51.84375
00,245294,-115.96875,51.78125
00,245295,-115.96875,51.84375
00,245296,-115.90625,51.78125
00,245297,-115.90625,51.84375
00,245298,-115.90625,51.90625
00,245299,-115.84375,51.78125
00,245300,-115.84375,51.84375
00,245301,-115.84375,51.90625
00,245302,-115.84375,52.03125
00,245303,-115.78125,51.84375
00,245304,-115.78125,51.90625
00,245305,-115.78125,51.96875
00,245306,-115.78125,52.03125
00,245307,-115.71875,51.84375
00,245308,-115.71875,51.90625
00,245309,-115.71875,51.96875
00,245310,-115.71875,52.03125
00,245311,-115.71875,52.09375
00,245312,-115.65625,51.84375
00,245313,-115.65625,51.90625
00,245314,-115.65625,51.96875
00,245315,-115.65625,52.03125
00,245316,-115.65625,52.09375
00,245317,-115.59375,51.84375
00,245318,-115.59375,51.90625
00,245319,-115.59375,51.96875
00,245320,-115.59375,52.03125
00,245321,-115.59375,52.09375
00,245322,-115.53125,51.90625
00,245323,-115.53125,51.96875
00,245324,-115.53125,52.03125
00,245325,-115.53125,52.09375
00,245326,-115.46875,51.90625
00,245327,-115.46875,51.96875
00,245328,-115.46875,52.03125
00,245329,-115.46875,52.09375
00,245330,-115.46875,52.15625
